dataEfetiva,categoria,valorEfetivo,descricao
2025-07-30T00:00:00,1.1.2 Taxa de Manutenção,196.13,TAXA DE MANUTENÇÃO 4º SEMANA 07/2025 
2025-07-30T00:00:00,1.1.2 Taxa de Manutenção,293.5,TAXA DE MANUTENÇÃO 4º SEMANA 07/2025 
2025-07-30T00:00:00,1.1.2 Taxa de Manutenção,1080.07,TAXA DE MANUTENÇÃO 4º SEMANA 07/2025 
2025-07-22T00:00:00,1.1.2 Taxa de Manutenção,848.86,TAXA DE MANUTENÇÃO SEMANA  2 - 08/2025 
2025-07-09T00:00:00,1.1.11 Taxa de Marketing,150.0,TAXA DE MARKETING 
2025-07-09T00:00:00,1.1.11 Taxa de Marketing,150.0,TAXA DE MARKETING 
2025-07-10T00:00:00,1.1.11 Taxa de Marketing,150.0,TAXA DE MARKETING 
2025-07-10T00:00:00,1.1.11 Taxa de Marketing,150.0,TAXA DE MARKETING 
2025-07-10T00:00:00,1.1.11 Taxa de Marketing,250.0,TAXA DE MARKETING 
2025-07-10T00:00:00,1.1.11 Taxa de Marketing,300.0,TAXA DE MARKETING 
2025-07-10T00:00:00,1.1.11 Taxa de Marketing,300.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,250.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,250.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,300.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,300.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,125.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,150.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,150.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,150.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,250.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,250.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,250.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,250.0,TAXA DE MARKETING 
2025-07-11T00:00:00,1.1.11 Taxa de Marketing,250.0,TAXA DE MARKETING 
2025-07-15T00:00:00,1.1.11 Taxa de Marketing,250.0,TAXA DE MARKETING 
2025-07-15T00:00:00,1.1.11 Taxa de Marketing,300.0,TAXA DE MARKETING 
2025-07-29T00:00:00,1.1.11 Taxa de Marketing,250.0,TAXA DE MARKETING 
2025-07-01T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA 
2025-07-03T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA 
2025-07-03T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA 
2025-07-11T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA 
2025-07-14T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA 
2025-07-16T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA 
2025-07-21T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA 
2025-07-21T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA 
2025-07-24T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA 
2025-07-28T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA 
2025-07-30T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - 
2025-07-30T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - 
2025-07-08T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA -  SKW2E21 
2025-07-28T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKI4A36 
2025-07-30T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKI4E97 
2025-07-28T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKM1B72 
2025-07-14T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKM5G92 
2025-07-22T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKM6F84 
2025-07-17T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKM7G45 
2025-07-16T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKM9D07 
2025-07-16T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKN1A16 
2025-07-11T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKN4J57 
2025-07-11T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKN9J22 
2025-07-18T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKO6B10 
2025-07-10T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKO9E22 
2025-07-10T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKP4A07 
2025-07-16T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKP5A91 
2025-07-18T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKQ0G83 
2025-07-21T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKQ0G83 
2025-07-10T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKQ6A35 
2025-07-30T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKR1A38 
2025-07-04T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKR5E06 
2025-07-21T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKR6J57 
2025-07-14T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKS2E12 
2025-07-16T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKS6F12 
2025-07-16T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - SKT6F85 
2025-07-08T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGR1A76 
2025-07-04T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGR2D45 
2025-07-09T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGR2E78 
2025-07-17T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGR7D96 
2025-07-21T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGT0A25 
2025-07-01T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGT4B82 
2025-07-09T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGT4D16 
2025-07-09T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGT8B37 
2025-07-25T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGU0H71 
2025-07-07T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGU1F96 
2025-07-04T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGU2C37 
2025-07-08T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGU5B61 
2025-07-08T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGU5E89 
2025-07-16T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGU6F03 
2025-07-30T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGU7H43 
2025-07-11T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW0B26 
2025-07-29T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW0G06 
2025-07-15T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW0H83 
2025-07-11T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW1C51 
2025-07-28T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW1E74 
2025-07-18T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW1F55 
2025-07-10T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW1I71 
2025-07-17T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW2C07 
2025-07-10T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW2E81 
2025-07-04T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW2H14 
2025-07-14T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW2J25 
2025-07-30T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW2J25 
2025-07-24T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW3A47 
2025-07-11T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW3E99 
2025-07-24T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW3I66 
2025-07-04T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW3J24 
2025-07-10T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW5D51 
2025-07-23T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW5D51 
2025-07-01T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW5E97 
2025-07-24T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW5G10 
2025-07-28T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW5G55 
2025-07-18T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW6D11 
2025-07-07T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW6F28 
2025-07-04T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW7A83 
2025-07-22T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW7B69 
2025-07-17T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW7B86 
2025-07-01T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW8B73 
2025-07-04T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW8D02 
2025-07-25T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW8I66 
2025-07-18T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW8J33 
2025-07-17T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW9D97 
2025-07-07T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW9I27 
2025-07-03T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGW9J01 
2025-07-14T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGX0C36 
2025-07-21T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGX4C42 
2025-07-29T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGX4D49 
2025-07-18T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGX4I08 
2025-07-23T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGX6G03 
2025-07-23T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGY1A54 
2025-07-30T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGY2G26 
2025-07-23T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGY3D68 
2025-07-21T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGY4B87 
2025-07-18T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGY4G92 
2025-07-22T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGY8E40 
2025-07-21T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TGY8G81 
2025-07-03T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TIT8F90 
2025-07-10T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TJP7G89 
2025-07-25T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TKS2C10 
2025-07-10T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA - TLB9J18 
2025-07-07T00:00:00,1.1.13 Taxa de Retirada,65.0,TAXA DE RETIRADA LOCCEL 
2025-07-10T00:00:00,1.1.13 Taxa de Retirada,65.0,TAXA DE RETIRADA LOCEL 
2025-07-04T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA- SKJ4J61 
2025-07-07T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA -TGW1G65 
2025-07-04T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA- TGW2J65 
2025-07-07T00:00:00,1.1.13 Taxa de Retirada,50.0,TAXA DE RETIRADA- TGW5C53 
2025-07-09T00:00:00,1.1.7 Taxa de Royalties,272.52,TAXA DE ROYALTIES 
2025-07-09T00:00:00,1.1.7 Taxa de Royalties,359.4,TAXA DE ROYALTIES 
2025-07-09T00:00:00,1.1.7 Taxa de Royalties,674.94,TAXA DE ROYALTIES 
2025-07-10T00:00:00,1.1.7 Taxa de Royalties,1566.73,TAXA DE ROYALTIES 
2025-07-10T00:00:00,1.1.7 Taxa de Royalties,116.65,TAXA DE ROYALTIES 
2025-07-10T00:00:00,1.1.7 Taxa de Royalties,1385.25,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,269.55,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,277.07,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,332.92,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,337.47,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,376.64,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,456.96,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,581.39,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,785.29,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,863.17,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,938.64,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,1007.15,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,1064.24,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,1145.71,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,1194.97,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,1345.6,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,1437.21,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,1440.85,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,1460.55,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,1554.49,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,1589.28,TAXA DE ROYALTIES 
2025-07-11T00:00:00,1.1.7 Taxa de Royalties,1735.92,TAXA DE ROYALTIES 
2025-07-15T00:00:00,1.1.7 Taxa de Royalties,1011.31,TAXA DE ROYALTIES 
2025-07-09T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-09T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-09T00:00:00,1.1.9 Taxa de Sistema VELO,110.0,TAXA DE SISTEMA VELO 
2025-07-10T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-10T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-10T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-10T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-10T00:00:00,1.1.9 Taxa de Sistema VELO,110.0,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-11T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-15T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE SISTEMA VELO 
2025-07-29T00:00:00,1.1.9 Taxa de Sistema VELO,79.9,TAXA DE VELO 
2025-07-22T00:00:00,1.1.14 Locação de Aparelho Móvel Celular,100.0,TAXA LOCCEL 
2025-07-22T00:00:00,1.1.14 Locação de Aparelho Móvel Celular,100.0,TAXA LOCCEL 
2025-07-23T00:00:00,1.1.14 Locação de Aparelho Móvel Celular,100.0,TAXA LOCCEL 
2025-07-23T00:00:00,1.1.1 Locação de Veiculos,272.0,UTILIZAÇÃO DA MOTO RESERVA - SJX2J11 
2025-07-25T00:00:00,1.1.1 Locação de Veiculos,50.9,UTILIZAÇÃO MOTO RESERVA 
2025-07-10T00:00:00,1.1.1 Locação de Veiculos,748.3,VALOR RECEB INDEVIDO 
